wheel_id,vehicle_id,iob_value,frame,vehicle_type
831,852,0.8918918918918919,540,car
831,852,0.8947368421052632,541,car
831,852,0.925,542,car
831,852,0.9,543,car
831,852,0.9285714285714286,544,car
831,852,1.0,545,car
831,852,1.0,546,car
831,852,0.926829268292683,547,car
831,852,0.9111111111111111,548,car
831,852,0.9090909090909091,549,car
831,852,0.9148936170212766,550,car
831,852,0.88,551,car
831,852,0.8461538461538461,552,car
831,852,0.8703703703703703,553,car
831,852,0.8947368421052632,554,car
831,852,0.9298245614035088,555,car
831,852,0.9298245614035088,556,car
831,852,0.9032258064516129,557,car
831,852,0.9090909090909091,558,car
866,852,0.8260869565217391,558,car
831,852,0.9295774647887324,559,car
866,852,0.9375,559,car
831,852,0.9324324324324325,560,car
866,852,0.9591836734693877,560,car
831,852,0.935064935064935,561,car
866,852,1.0,561,car
831,852,0.8974358974358975,562,car
866,852,1.0,562,car
831,852,0.9342105263157895,563,car
866,852,1.0,563,car
831,852,0.9367088607594937,564,car
866,852,1.0,564,car
831,852,0.8875,565,car
866,852,1.0,565,car
831,852,0.8875,566,car
866,852,1.0,566,car
831,852,0.9655172413793104,567,car
866,852,1.0,567,car
831,852,0.9662921348314607,568,car
866,852,1.0,568,car
831,852,0.9782608695652174,569,car
866,852,1.0,569,car
831,852,0.946236559139785,570,car
866,852,1.0,570,car
831,852,0.9680851063829787,571,car
866,852,1.0,571,car
831,852,0.979381443298969,572,car
866,852,1.0,572,car
831,852,0.9690721649484536,573,car
866,852,1.0,573,car
866,852,1.0,574,car
866,852,1.0,575,car
866,852,0.9894736842105263,576,car
866,852,0.9791666666666666,577,car
866,852,0.9795918367346939,578,car
866,852,0.9693877551020408,579,car
868,867,0.8846153846153846,617,car
868,867,0.8666666666666667,620,car
868,867,0.7777777777777778,621,car
868,867,0.8461538461538461,622,car
868,867,0.88,623,car
868,867,0.8076923076923077,624,car
868,867,0.8846153846153846,625,car
868,867,0.92,626,car
871,867,0.6774193548387096,650,car
871,867,0.7931034482758621,651,car
873,867,0.6451612903225806,652,car
871,867,0.6774193548387096,653,car
873,867,0.7755102040816326,653,car
871,867,0.8064516129032258,654,car
873,867,0.86,654,car
871,867,0.6875,655,car
871,867,0.8235294117647058,656,car
873,867,0.9074074074074074,657,car
871,867,1.0,658,car
873,867,0.9824561403508771,658,car
871,867,1.0,659,car
873,867,0.9491525423728814,659,car
871,867,1.0,660,car
873,867,0.96875,660,car
871,867,1.0,661,car
873,867,0.9705882352941176,661,car
871,867,0.8421052631578947,662,car
873,867,0.9692307692307692,662,car
871,867,0.9,663,car
873,867,0.9696969696969697,663,car
871,867,0.8461538461538461,664,car
873,867,0.9705882352941176,664,car
873,867,0.9571428571428572,665,car
873,867,0.9583333333333334,666,car
873,867,0.96,667,car
873,867,0.96,668,car
885,867,1.0,668,car
873,867,0.9743589743589743,669,car
885,867,1.0,669,car
873,867,0.9620253164556962,670,car
885,867,1.0,670,car
873,867,0.9397590361445783,671,car
885,867,1.0,671,car
873,867,0.9529411764705882,672,car
885,867,1.0,672,car
873,867,0.9777777777777777,673,car
885,867,1.0,673,car
873,867,0.9565217391304348,674,car
885,867,1.0,674,car
873,867,0.96875,675,car
885,867,1.0,675,car
873,867,1.0,676,car
885,867,1.0,676,car
873,867,1.0,677,car
885,867,1.0,677,car
873,867,1.0,678,car
885,867,1.0,678,car
873,867,1.0,679,car
885,867,1.0,679,car
873,867,1.0,680,car
885,867,1.0,680,car
873,867,1.0,681,car
885,867,1.0,681,car
873,867,0.9830508474576272,682,car
885,867,1.0,682,car
873,867,0.9833333333333333,683,car
873,910,0.0,683,car
885,867,1.0,683,car
885,910,0.0,683,car
873,867,0.9920634920634921,684,car
873,910,0.0,684,car
885,867,1.0,684,car
885,910,0.0,684,car
873,867,1.0,685,car
873,910,0.0,685,car
885,867,1.0,685,car
885,910,0.0,685,car
873,867,1.0,686,car
873,910,0.0,686,car
885,867,1.0,686,car
885,910,0.0,686,car
873,867,0.9770992366412213,687,car
873,910,0.0,687,car
885,867,1.0,687,car
885,910,0.0,687,car
873,867,0.9850746268656716,688,car
873,910,0.0,688,car
885,867,1.0,688,car
885,910,0.0,688,car
873,867,0.9855072463768116,689,car
873,910,0.0,689,car
885,867,1.0,689,car
885,910,0.0,689,car
873,867,0.9857142857142858,690,car
885,867,1.0,690,car
885,867,1.0,691,car
885,910,0.0,691,car
885,867,1.0,692,car
885,910,0.0,692,car
885,867,1.0,693,car
885,910,0.0,693,car
885,867,1.0,694,car
885,910,0.0,694,car
885,867,1.0,695,car
885,867,1.0,696,car
885,867,1.0,697,car
885,910,0.0,697,car
885,867,1.0,698,car
885,910,0.0,698,car
885,867,1.0,699,car
885,910,0.0,699,car
885,867,1.0,700,car
885,910,0.0,700,car
885,867,0.912,701,car
885,910,0.0,701,car
885,867,0.926829268292683,702,car
885,910,0.0,702,car
927,867,0.0,702,car
927,910,0.0,702,car
927,867,0.0,703,car
927,910,0.0,703,car
927,910,0.0,704,car
927,910,0.0,705,car
927,910,0.0,706,car
927,910,0.0,707,car
927,910,0.0,708,car
927,910,0.0,709,car
927,910,0.058823529411764705,710,car
927,910,0.1388888888888889,711,car
927,910,0.0,712,car
927,910,0.0,713,car
927,910,0.675,714,car
927,910,0.0,715,car
927,978,0.0,715,car
927,910,0.0,716,car
927,978,0.0,716,car
927,910,0.0,717,car
927,978,0.0,717,car
927,910,0.13953488372093023,718,car
927,978,0.0,718,car
927,910,0.2222222222222222,719,car
927,978,0.0,719,car
927,910,0.0,720,car
927,978,0.0,720,car
927,910,0.0,721,car
927,978,0.0,721,car
927,910,0.0,722,car
927,978,0.0,722,car
927,910,0.0,723,car
927,978,0.0,723,car
927,910,0.5283018867924528,724,car
927,978,0.0,724,car
927,910,0.5357142857142857,725,car
927,978,0.0,725,car
927,910,0.543859649122807,726,car
927,978,0.0,726,car
927,910,0.6551724137931034,727,car
927,978,0.0,727,car
927,910,0.6666666666666666,728,car
927,978,0.0,728,car
927,910,0.53125,729,car
927,978,0.0,729,car
927,910,0.9705882352941176,730,car
927,978,0.0,730,car
927,910,0.5507246376811594,731,car
927,978,0.0,731,car
927,910,0.5633802816901409,732,car
927,978,0.0,732,car
927,910,0.5540540540540541,733,car
927,978,0.0,733,car
927,910,0.5844155844155844,734,car
927,978,0.0,734,car
927,910,0.6790123456790124,735,car
927,978,0.0,735,car
927,910,0.6455696202531646,736,car
927,978,0.0,736,car
927,910,0.5432098765432098,737,car
927,978,0.0,737,car
927,910,0.5714285714285714,738,car
927,978,0.0,738,car
927,910,0.5977011494252874,739,car
927,978,0.0,739,car
927,910,0.7142857142857143,740,car
927,978,0.0,740,car
927,910,0.5957446808510638,741,car
927,978,0.0,741,car
927,910,0.5979381443298969,742,car
927,978,0.0,742,car
927,910,0.5918367346938775,743,car
927,978,0.0,743,car
927,910,0.5631067961165048,744,car
927,978,0.0,744,car
927,910,0.5643564356435643,745,car
927,978,0.0,745,car
927,910,0.5454545454545454,746,car
927,978,0.0,746,car
927,910,0.5252525252525253,747,car
927,978,0.0,747,car
1065,978,0.0,761,car
1065,978,0.0,762,car
1065,978,0.0,763,car
1067,978,0.0,763,car
1065,978,0.7115384615384616,764,car
1067,978,1.0,764,car
1065,978,1.0,765,car
1067,978,1.0,765,car
1065,978,0.9821428571428571,766,car
1067,978,1.0,766,car
1065,978,0.9824561403508771,767,car
1067,978,1.0,767,car
1065,978,0.9333333333333333,768,car
1067,978,1.0,768,car
1065,978,0.5573770491803278,769,car
1067,978,1.0,769,car
1065,978,0.6774193548387096,770,car
1067,978,1.0,770,car
1065,978,0.696969696969697,771,car
1067,978,1.0,771,car
1065,978,1.0,772,car
1067,978,1.0,772,car
1065,978,0.971830985915493,773,car
1067,978,1.0,773,car
1065,978,0.96,774,car
1067,978,1.0,774,car
1065,978,0.9868421052631579,775,car
1067,978,1.0,775,car
1065,978,1.0,776,car
1067,978,1.0,776,car
1065,978,0.9047619047619048,777,car
1067,978,1.0,777,car
1065,978,0.9770114942528736,778,car
1067,978,1.0,778,car
1065,978,0.967032967032967,779,car
1067,978,1.0,779,car
1065,978,0.9782608695652174,780,car
1067,978,1.0,780,car
1065,978,0.9791666666666666,781,car
1067,978,1.0,781,car
1065,978,0.9693877551020408,782,car
1067,978,1.0,782,car
1065,978,0.9702970297029703,783,car
1067,978,1.0,783,car
1065,978,0.9714285714285714,784,car
1067,978,1.0,784,car
1065,978,0.9724770642201835,785,car
1067,978,1.0,785,car
1065,978,0.9636363636363636,786,car
1067,978,1.0,786,car
1065,978,0.9910714285714286,787,car
1067,978,1.0,787,car
1065,978,0.9913793103448276,788,car
1067,978,1.0,788,car
1065,978,0.9491525423728814,789,car
1067,978,1.0,789,car
1065,978,0.9572649572649573,790,car
1067,978,1.0,790,car
1065,978,0.9310344827586207,791,car
1067,978,1.0,791,car
1065,978,0.9622641509433962,792,car
1067,978,1.0,792,car
1067,978,1.0,793,car
1067,978,1.0,794,car
1067,978,1.0,795,car
1067,978,1.0,796,car
1067,978,1.0,797,car
1067,978,0.9565217391304348,798,car
1067,978,0.5045045045045045,799,car
1067,978,0.93,800,car
1203,1202,0.9142857142857143,808,truck
1203,1202,0.9428571428571428,809,truck
1203,1202,0.9032258064516129,810,truck
1203,1202,0.9354838709677419,811,truck
1203,1202,0.9393939393939394,812,truck
1203,1202,0.9142857142857143,813,truck
1203,1202,0.9459459459459459,815,truck
1203,1202,0.9210526315789473,817,truck
1203,1202,0.925,818,truck
1203,1202,0.9285714285714286,819,truck
1203,1202,0.9302325581395349,820,truck
1203,1202,0.851063829787234,824,truck
1203,1202,0.8723404255319149,825,truck
1203,1202,0.8,827,truck
1203,1202,0.8913043478260869,830,truck
1203,1202,0.9245283018867925,831,truck
1203,1202,0.9069767441860465,834,truck
1203,1202,0.8478260869565217,835,truck
1203,1202,0.8095238095238095,836,truck
1203,1202,0.9137931034482759,837,truck
1203,1202,0.875,838,truck
1207,1202,1.0,838,truck
1203,1202,0.8974358974358975,839,truck
1207,1202,1.0,839,truck
1203,1202,0.9342105263157895,840,truck
1207,1202,1.0,840,truck
1203,1202,0.9411764705882353,841,truck
1207,1202,1.0,841,truck
1203,1202,0.9552238805970149,842,truck
1207,1202,1.0,842,truck
1203,1202,0.8831168831168831,843,truck
1203,1202,0.8933333333333333,844,truck
1203,1202,0.927710843373494,845,truck
1207,1202,1.0,846,truck
1203,1202,0.9782608695652174,847,truck
1203,1202,0.9591836734693877,848,truck
1203,1202,0.956989247311828,849,truck
1203,1202,0.9361702127659575,850,truck
1203,1202,0.9387755102040817,851,truck
1207,1202,1.0,851,truck
1203,1202,0.954954954954955,852,truck
1207,1202,1.0,852,truck
1203,1202,0.9596774193548387,853,truck
1203,1202,0.9682539682539683,854,truck
1203,1202,0.9624060150375939,855,truck
1203,1202,0.9629629629629629,856,truck
1203,1202,0.9596774193548387,857,truck
1203,1202,0.9523809523809523,858,truck
1203,1202,1.0,859,truck
1203,1202,1.0,860,truck
1203,1202,1.0,861,truck
1203,1202,1.0,862,truck
1203,1202,0.9850746268656716,863,truck
1203,1202,1.0,864,truck
1203,1202,1.0,865,truck
1203,1202,0.9727891156462585,866,truck
1203,1202,1.0,867,truck
1203,1202,0.9866666666666667,868,truck
1203,1202,0.9554140127388535,869,truck
1203,1202,1.0,870,truck
1203,1202,0.9580838323353293,871,truck
1203,1202,0.926829268292683,872,truck
1243,1202,1.0,872,truck
1243,1202,1.0,873,truck
1243,1202,1.0,874,truck
1243,1202,1.0,875,truck
1243,1202,1.0,876,truck
1243,1202,1.0,877,truck
1243,1202,1.0,879,truck
1243,1202,1.0,880,truck
1276,1273,0.9444444444444444,899,truck
1276,1273,0.875,901,truck
1276,1273,0.8780487804878049,902,truck
1276,1273,0.9302325581395349,904,truck
1282,1273,1.0,914,truck
1282,1273,1.0,915,truck
1276,1273,1.0,916,truck
1276,1273,1.0,917,truck
1276,1273,1.0,918,truck
1276,1273,1.0,920,truck
1287,1273,1.0,925,truck
1287,1273,1.0,926,truck
1287,1273,0.9910714285714286,927,truck
1290,1273,1.0,928,truck
1287,1273,0.9743589743589743,929,truck
1290,1273,1.0,929,truck
1287,1273,0.9658119658119658,930,truck
1290,1273,1.0,930,truck
1287,1273,0.9196428571428571,931,truck
1290,1273,1.0,931,truck
1287,1273,0.9090909090909091,932,truck
1287,1273,0.991304347826087,933,truck
1290,1273,1.0,933,truck
1287,1273,1.0,934,truck
1290,1273,1.0,934,truck
1287,1273,0.9833333333333333,935,truck
1290,1273,1.0,935,truck
1287,1273,1.0,936,truck
1290,1273,1.0,936,truck
1290,1273,1.0,937,truck
1290,1273,1.0,938,truck
1290,1273,1.0,939,truck
1290,1273,1.0,940,truck
1323,1302,0.9534883720930233,1065,car
1323,1302,0.9772727272727273,1066,car
1323,1302,0.9767441860465116,1067,car
1323,1302,0.9772727272727273,1068,car
1323,1302,0.9791666666666666,1069,car
1323,1302,0.9583333333333334,1070,car
1323,1302,0.98,1071,car
1323,1302,1.0,1072,car
1366,1358,0.9130434782608695,1138,car
1366,1358,0.9130434782608695,1139,car
1366,1370,0.0,1139,car
1366,1358,0.875,1140,car
1366,1370,0.0,1140,car
1366,1358,0.9166666666666666,1141,car
1366,1370,0.0,1141,car
1366,1358,0.9166666666666666,1142,car
1366,1370,0.0,1142,car
1366,1358,0.92,1143,car
1366,1370,0.0,1143,car
1366,1358,0.92,1144,car
1366,1370,0.0,1144,car
1366,1358,0.9166666666666666,1145,car
1366,1370,0.0,1145,car
1366,1358,0.875,1146,car
1366,1370,0.0,1146,car
1366,1358,0.9285714285714286,1147,car
1366,1370,0.0,1147,car
1366,1358,0.9655172413793104,1148,car
1366,1370,0.0,1148,car
1366,1358,0.8620689655172413,1149,car
1366,1370,0.0,1149,car
1366,1358,0.84375,1150,car
1366,1370,0.0,1150,car
1366,1358,0.875,1151,car
1366,1370,0.0,1151,car
1366,1358,0.9393939393939394,1152,car
1366,1370,0.0,1152,car
1366,1358,0.8235294117647058,1153,car
1366,1370,0.0,1153,car
1366,1358,0.8787878787878788,1154,car
1366,1370,0.0,1154,car
1366,1358,0.8857142857142857,1155,car
1366,1370,0.0,1155,car
1366,1358,0.8285714285714286,1156,car
1366,1370,0.0,1156,car
1366,1358,0.8055555555555556,1157,car
1366,1370,0.0,1157,car
1366,1358,0.868421052631579,1158,car
1366,1370,0.0,1158,car
1366,1358,0.9230769230769231,1159,car
1366,1370,0.0,1159,car
1366,1358,0.9512195121951219,1160,car
1366,1370,0.0,1160,car
1366,1358,0.9534883720930233,1161,car
1366,1370,0.0,1161,car
1366,1358,0.9565217391304348,1163,car
1366,1370,0.0,1163,car
1366,1358,1.0,1170,car
1366,1370,0.0,1170,car
1366,1358,1.0,1171,car
1366,1370,0.0,1171,car
1366,1358,0.6938775510204082,1172,car
1366,1370,0.0,1172,car
1366,1358,1.0,1173,car
1366,1370,0.0,1173,car
1366,1358,1.0,1174,car
1366,1370,0.0,1174,car
1366,1358,1.0,1175,car
1366,1370,0.0,1175,car
1366,1358,1.0,1176,car
1366,1370,0.0,1176,car
1366,1358,1.0,1177,car
1366,1370,0.0,1177,car
1366,1358,1.0,1178,car
1366,1370,0.0,1178,car
1366,1358,1.0,1179,car
1366,1370,0.0,1179,car
1366,1358,1.0,1180,car
1366,1370,0.0,1180,car
1366,1358,1.0,1181,car
1366,1370,0.0,1181,car
1366,1358,1.0,1182,car
1366,1370,0.0,1182,car
1366,1358,1.0,1183,car
1366,1370,0.0,1183,car
1366,1358,1.0,1184,car
1366,1370,0.0,1184,car
1366,1358,1.0,1185,car
1366,1370,0.0,1185,car
1366,1358,1.0,1186,car
1366,1370,0.0,1186,car
1366,1358,1.0,1187,car
1366,1370,0.0,1187,car
1366,1358,1.0,1188,car
1366,1370,0.0,1188,car
